"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.6","20.7","26.5","1385","Overall","Age 20 and Older","All Races","12th Grade"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.8","28.0","39.6","362","Overall","Age 25 and Older","All Races","< 12th Grade"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","3.6","22.4","61","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.7","16.0","27.4","334","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.6","7.4","15.8","280","Overall","All Ages","Hispanic","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.8","18.0","21.6","3816","Overall","All Ages","White","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.7","18.2","21.2","5060","Overall","All Ages","All Races","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","19.9","24.5","2126","Male","All Ages","All Races","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.4","15.1","21.7","764","Female","18 to 44 Years","All Races","All Grades"
"2018","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.2","15.4","19.0","2933","Female","All Ages","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.3","22.5","28.1","1362","Overall","25 to 44 Years","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.9","15.8","26.0","315","Overall","18 to 24 Years","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","18.7","22.9","2105","Overall","45 to 64 Years","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.9","17.4","20.4","4871","Overall","All Ages","White","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","18.7","21.5","6371","Overall","All Ages","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","7.8","31.2","64","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","13.4","25.6","289","Overall","All Ages","Hispanic","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.7","23.9","35.5","393","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.5","13.0","16.0","3833","Overall","Age 25 and Older","All Races","> 12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.1","22.5","27.7","1781","Overall","Age 25 and Older","All Races","12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","13.6","24.0","340","Overall","All Ages","African American","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.9","27.0","38.8","429","Overall","Age 25 and Older","All Races","< 12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.0","13.5","16.5","3967","Overall","Age 20 and Older","All Races","> 12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","35.6","29.7","41.5","446","Overall","Age 20 and Older","All Races","< 12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.7","22.1","27.3","1860","Overall","Age 20 and Older","All Races","12th Grade"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.1","8.6","11.6","2589","Overall","65 Years and Older","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.2","19.1","23.3","2595","Male","All Ages","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","19.3","25.9","908","Female","18 to 44 Years","All Races","All Grades"
"2017","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.2","17.4","21.0","3774","Female","All Ages","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","18.2","21.0","6690","Overall","All Ages","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","12.3","23.5","285","Overall","All Ages","Hispanic","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","5.6","0.0","11.6","69","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.3","17.7","20.9","5167","Overall","All Ages","White","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.4","18.8","30.0","424","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.4","12.6","24.2","353","Overall","All Ages","African American","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.7","29.1","40.3","467","Overall","Age 25 and Older","All Races","< 12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.4","12.9","15.9","4048","Overall","Age 25 and Older","All Races","> 12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.4","19.0","23.8","1860","Overall","Age 25 and Older","All Races","12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","12.6","15.6","4173","Overall","Age 20 and Older","All Races","> 12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","20.3","25.7","1926","Overall","Age 20 and Older","All Races","12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.9","29.4","40.4","487","Overall","Age 20 and Older","All Races","< 12th Grade"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","15.3","26.9","297","Overall","18 to 24 Years","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.3","20.6","26.0","1340","Overall","25 to 44 Years","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.2","7.8","10.6","2703","Overall","65 Years and Older","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.7","19.6","23.8","2350","Overall","45 to 64 Years","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.4","19.1","23.7","2705","Male","All Ages","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.1","16.9","23.3","941","Female","18 to 44 Years","All Races","All Grades"
"2016","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.9","16.2","19.6","3985","Female","All Ages","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.1","10.5","23.7","282","Overall","All Ages","Hispanic","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","3.4","0.0","8.4","54","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","20.6","23.8","6753","Overall","All Ages","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.5","19.7","23.3","5198","Overall","All Ages","White","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.0","18.0","32.0","391","Overall","All Ages","African American","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","32.5","26.4","38.6","460","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.7","15.0","18.4","3962","Overall","Age 25 and Older","All Races","> 12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.5","22.8","28.2","2023","Overall","Age 25 and Older","All Races","12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","36.8","30.6","43.0","510","Overall","Age 25 and Older","All Races","< 12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.5","14.8","18.2","4067","Overall","Age 20 and Older","All Races","> 12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.5","22.7","28.3","2083","Overall","Age 20 and Older","All Races","12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","37.9","31.7","44.1","520","Overall","Age 20 and Older","All Races","< 12th Grade"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","11.2","14.8","2799","Overall","65 Years and Older","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.6","21.3","25.9","2465","Overall","45 to 64 Years","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","22.9","29.1","1243","Overall","25 to 44 Years","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","16.1","28.5","246","Overall","18 to 24 Years","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.0","21.5","26.5","2674","Male","All Ages","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.6","19.1","26.1","852","Female","18 to 44 Years","All Races","All Grades"
"2015","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.4","18.5","22.3","4079","Female","All Ages","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","19.9","22.3","8194","Overall","All Ages","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.2","18.8","21.6","6174","Overall","All Ages","White","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.3","9.1","17.5","406","Overall","All Ages","Hispanic","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.5","21.9","31.1","552","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.3","1.6","21.0","93","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.6","20.4","30.8","450","Overall","All Ages","African American","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.3","13.9","16.7","4564","Overall","Age 25 and Older","All Races","> 12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.8","13.5","16.1","4748","Overall","Age 20 and Older","All Races","> 12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.5","27.1","35.9","753","Overall","Age 25 and Older","All Races","< 12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.0","22.8","27.2","2437","Overall","Age 25 and Older","All Races","12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.6","23.4","27.8","2549","Overall","Age 20 and Older","All Races","12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.7","30.1","39.3","773","Overall","Age 20 and Older","All Races","< 12th Grade"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.2","9.8","12.6","2924","Overall","65 Years and Older","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.1","19.3","28.9","430","Overall","18 to 24 Years","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.3","19.6","23.0","3067","Overall","45 to 64 Years","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.3","22.8","27.8","1773","Overall","25 to 44 Years","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.1","21.2","25.0","3334","Male","All Ages","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.1","17.5","20.7","4860","Female","All Ages","All Races","All Grades"
"2014","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.9","20.0","25.8","1238","Female","18 to 44 Years","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.3","21.2","31.4","374","Overall","18 to 24 Years","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.7","22.4","25.0","8133","Overall","All Ages","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.3","20.8","23.8","5992","Overall","All Ages","White","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","14.4","23.2","451","Overall","All Ages","Hispanic","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","14.1","2.9","25.3","82","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","37.7","31.5","43.9","488","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.4","15.9","18.9","4562","Overall","Age 25 and Older","All Races","> 12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.9","20.8","31.0","523","Overall","All Ages","African American","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.3","24.0","28.6","2333","Overall","Age 25 and Older","All Races","12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","38.8","34.5","43.1","851","Overall","Age 25 and Older","All Races","< 12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.9","8.5","11.3","2906","Overall","65 Years and Older","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.7","35.3","44.1","878","Overall","Age 20 and Older","All Races","< 12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.7","16.2","19.2","4726","Overall","Age 20 and Older","All Races","> 12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.3","24.9","29.7","2431","Overall","Age 20 and Older","All Races","12th Grade"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.3","25.8","30.8","1815","Overall","25 to 44 Years","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","24.1","27.9","3038","Overall","45 to 64 Years","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.8","23.8","27.8","3230","Male","All Ages","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.5","22.5","28.5","1288","Female","18 to 44 Years","All Races","All Grades"
"2013","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.7","20.0","23.4","4903","Female","All Ages","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.7","21.2","24.2","5976","Overall","All Ages","White","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.3","22.0","24.6","7948","Overall","All Ages","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.8","2.7","20.9","71","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","17.3","27.7","412","Overall","All Ages","Hispanic","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.2","24.1","34.3","500","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.5","24.3","28.7","2373","Overall","Age 25 and Older","All Races","12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.6","15.2","18.0","4272","Overall","Age 25 and Older","All Races","> 12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.5","18.2","28.8","421","Overall","All Ages","African American","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.9","15.4","18.4","4424","Overall","Age 20 and Older","All Races","> 12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.8","25.4","30.2","2485","Overall","Age 20 and Older","All Races","12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","36.9","32.6","41.2","887","Overall","Age 25 and Older","All Races","< 12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","39.3","35.0","43.6","911","Overall","Age 20 and Older","All Races","< 12th Grade"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","10.6","9.1","12.1","2586","Overall","65 Years and Older","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.5","25.1","29.9","1898","Overall","25 to 44 Years","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.4","22.6","26.2","3054","Overall","45 to 64 Years","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.0","22.7","33.3","386","Overall","18 to 24 Years","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.4","22.4","26.4","3206","Male","All Ages","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.3","23.4","29.2","1296","Female","18 to 44 Years","All Races","All Grades"
"2012","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.2","20.6","23.8","4742","Female","All Ages","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","33.8","28.3","39.3","513","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.4","1.0","15.8","77","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.1","12.8","23.4","420","Overall","All Ages","Hispanic","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.1","24.7","27.5","8508","Overall","All Ages","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.0","24.4","27.6","6336","Overall","All Ages","White","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.1","27.6","32.6","2583","Overall","Age 25 and Older","All Races","12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.5","17.9","21.1","4553","Overall","Age 25 and Older","All Races","> 12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.7","24.6","36.8","527","Overall","All Ages","African American","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","42.1","37.6","46.6","967","Overall","Age 25 and Older","All Races","< 12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.6","17.9","21.3","4695","Overall","Age 20 and Older","All Races","> 12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.7","10.3","13.1","2986","Overall","65 Years and Older","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","43.6","39.0","48.2","1009","Overall","Age 20 and Older","All Races","< 12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","30.3","27.8","32.8","2693","Overall","Age 20 and Older","All Races","12th Grade"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","31.5","28.8","34.2","1868","Overall","25 to 44 Years","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.6","26.6","30.6","3259","Overall","45 to 64 Years","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.1","20.7","31.5","378","Overall","18 to 24 Years","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","28.1","25.8","30.4","3163","Male","All Ages","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","29.3","26.2","32.4","1385","Female","18 to 44 Years","All Races","All Grades"
"2011","Oklahoma","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","24.3","22.6","26.0","5345","Female","All Ages","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.4","9.2","17.6","407","Overall","18 to 24 Years","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","17.6","15.5","19.7","2010","Overall","45 to 64 Years","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.6","16.4","20.8","1550","Overall","25 to 44 Years","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","27.2","21.4","33.0","330","Overall","Age 20 and Older","All Races","< 12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","9.4","7.3","11.5","1707","Overall","65 Years and Older","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.6","14.4","16.8","5674","Overall","All Ages","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.0","8.7","15.3","470","Overall","All Ages","Hispanic","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","14.7","17.5","4598","Overall","All Ages","White","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.1","13.4","38.8","62","Overall","All Ages","American Indian/Alaska Native","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.8","6.0","21.6","104","Overall","All Ages","Asian/Pacific Islander","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","25.9","20.1","31.7","313","Overall","Age 25 and Older","All Races","< 12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","22.5","19.6","25.4","1273","Overall","Age 20 and Older","All Races","12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.0","10.7","13.3","3946","Overall","Age 20 and Older","All Races","> 12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","23.0","20.0","26.0","1154","Overall","Age 25 and Older","All Races","12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","11.4","3.7","19.1","64","Overall","All Ages","African American","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.3","11.0","13.6","3781","Overall","Age 25 and Older","All Races","> 12th Grade"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.4","13.8","17.0","2611","Male","All Ages","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","15.9","14.1","17.7","3050","Female","All Ages","All Races","All Grades"
"2018","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.5","15.4","21.6","933","Female","18 to 44 Years","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","13.0","9.0","17.0","326","Overall","18 to 24 Years","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","19.8","17.3","22.3","1320","Overall","25 to 44 Years","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","18.8","16.6","21.0","1798","Overall","45 to 64 Years","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","14.9","17.3","5127","Overall","All Ages","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","16.1","14.7","17.5","4186","Overall","All Ages","White","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","8.3","6.7","9.9","1683","Overall","65 Years and Older","All Races","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","21.1","18.3","23.9","1109","Overall","Age 20 and Older","All Races","12th Grade"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.4","28.0","40.8","266","Overall","Age 20 and Older","All Races","< 12th Grade"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","12.1","10.8","13.4","3652","Overall","Age 20 and Older","All Races","> 12th Grade"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","34.8","28.3","41.3","258","Overall","Age 25 and Older","All Races","< 12th Grade"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","26.2","14.5","37.9","65","Overall","All Ages","African American","All Grades"
"2017","Oregon","BRFSS","Cigarette Use (Adults)","Current Smoking","","Percentage","20.8","17.9","23.7","1021","Overall","Age 25 and Older","All Races","12th Grade"
