"Year","State","Unemployment","TaxRate","SampleSize","Gender","Age","Race","Education","SmokeRate","LowConf","HighConf"
2017,"NV",0.0505640975707428,43.6,3643,"Overall","All Ages","All Races","All Grades",17.6,15.6,19.6
2017,"NV",0.0505640975707428,43.6,2334,"Overall","Age 25 and Older","All Races","> 12th Grade",15.2,12.8,17.6
2017,"NV",0.0505640975707428,43.6,549,"Overall","All Ages","Hispanic","All Grades",14.2,10.4,18
2017,"NV",0.0505640975707428,43.6,2426,"Overall","Age 20 and Older","All Races","> 12th Grade",14.2,11.9,16.5
2017,"NV",0.0505640975707428,43.6,2021,"Female","All Ages","All Races","All Grades",15.8,13.3,18.3
2017,"NV",0.0505640975707428,43.6,495,"Female","18 to 44 Years","All Races","All Grades",12.4,8.7,16.1
2017,"NV",0.0505640975707428,43.6,805,"Overall","Age 25 and Older","All Races","12th Grade",22.4,18,26.8
2017,"NV",0.0505640975707428,43.6,285,"Overall","Age 20 and Older","All Races","< 12th Grade",26.9,20,33.8
2017,"NV",0.0505640975707428,43.6,171,"Overall","All Ages","African American","All Grades",22.6,14.9,30.3
2017,"NV",0.0505640975707428,43.6,1353,"Overall","65 Years and Older","All Races","All Grades",15.1,11.8,18.4
2017,"NV",0.0505640975707428,43.6,276,"Overall","Age 25 and Older","All Races","< 12th Grade",27.5,20.3,34.7
2017,"NV",0.0505640975707428,43.6,1621,"Male","All Ages","All Races","All Grades",19.4,16.4,22.4
2017,"NV",0.0505640975707428,43.6,857,"Overall","Age 20 and Older","All Races","12th Grade",21.1,17,25.2
2017,"NY",0.0468342061300798,51.7,7263,"Overall","Age 25 and Older","All Races","> 12th Grade",11.2,10.2,12.2
2017,"NY",0.0468342061300798,51.7,11555,"Overall","All Ages","All Races","All Grades",14.1,13.2,15
2017,"NY",0.0468342061300798,51.7,2448,"Overall","Age 25 and Older","All Races","12th Grade",18.9,16.8,21
2017,"NY",0.0468342061300798,51.7,1614,"Overall","All Ages","Hispanic","All Grades",12.1,10,14.2
2017,"NY",0.0468342061300798,51.7,2899,"Overall","25 to 44 Years","All Races","All Grades",16.4,14.7,18.1
2017,"NY",0.0468342061300798,51.7,85,"Overall","All Ages","American Indian/Alaska Native","All Grades",27.7,14.7,40.7
2017,"NY",0.0468342061300798,51.7,6263,"Female","All Ages","All Races","All Grades",10.9,9.8,12
2017,"NY",0.0468342061300798,51.7,2604,"Overall","Age 20 and Older","All Races","12th Grade",18.7,16.7,20.7
2017,"NY",0.0468342061300798,51.7,994,"Overall","Age 25 and Older","All Races","< 12th Grade",20.6,17.3,23.9
2017,"NY",0.0468342061300798,51.7,7662,"Overall","Age 20 and Older","All Races","> 12th Grade",11,10,12
2017,"NY",0.0468342061300798,51.7,1887,"Female","18 to 44 Years","All Races","All Grades",10.7,9,12.4
2017,"NY",0.0468342061300798,51.7,7711,"Overall","All Ages","White","All Grades",15.5,14.3,16.7
2017,"NY",0.0468342061300798,51.7,3532,"Overall","65 Years and Older","All Races","All Grades",8.2,6.9,9.5
2017,"NY",0.0468342061300798,51.7,1138,"Overall","All Ages","African American","All Grades",14.1,11.6,16.6
2017,"NY",0.0468342061300798,51.7,4340,"Overall","45 to 64 Years","All Races","All Grades",16.3,14.8,17.8
2017,"NY",0.0468342061300798,51.7,516,"Overall","All Ages","Asian/Pacific Islander","All Grades",8.9,5.7,12.1
2017,"NY",0.0468342061300798,51.7,5289,"Male","All Ages","All Races","All Grades",17.5,16,19
2017,"NY",0.0468342061300798,51.7,784,"Overall","18 to 24 Years","All Races","All Grades",11.4,8.1,14.7
2017,"NY",0.0468342061300798,51.7,1029,"Overall","Age 20 and Older","All Races","< 12th Grade",19.8,16.6,23
2017,"OH",0.0497454152210156,41.4,4635,"Overall","65 Years and Older","All Races","All Grades",11.1,9.7,12.5
2017,"OH",0.0497454152210156,41.4,11879,"Overall","All Ages","All Races","All Grades",21.1,19.9,22.3
2017,"OH",0.0497454152210156,41.4,2172,"Overall","25 to 44 Years","All Races","All Grades",27.6,25.1,30.1
2017,"OH",0.0497454152210156,41.4,6954,"Female","All Ages","All Races","All Grades",19.9,18.4,21.4
2017,"OH",0.0497454152210156,41.4,121,"Overall","All Ages","Asian/Pacific Islander","All Grades",11.6,2.9,20.3
2017,"OH",0.0497454152210156,41.4,99,"Overall","All Ages","American Indian/Alaska Native","All Grades",60.2,42.5,77.9
2017,"OH",0.0497454152210156,41.4,10166,"Overall","All Ages","White","All Grades",20.2,18.9,21.5
2017,"OH",0.0497454152210156,41.4,6850,"Overall","Age 20 and Older","All Races","> 12th Grade",14.1,12.9,15.3
2017,"OH",0.0497454152210156,41.4,4503,"Overall","45 to 64 Years","All Races","All Grades",23.2,21.4,25
2017,"OH",0.0497454152210156,41.4,733,"Overall","Age 20 and Older","All Races","< 12th Grade",44.5,39,50
2017,"OH",0.0497454152210156,41.4,3963,"Overall","Age 25 and Older","All Races","12th Grade",27.2,25.1,29.3
2017,"OH",0.0497454152210156,41.4,4925,"Male","All Ages","All Races","All Grades",22.4,20.6,24.2
2017,"OH",0.0497454152210156,41.4,197,"Overall","All Ages","Hispanic","All Grades",24.4,16.2,32.6
2017,"OH",0.0497454152210156,41.4,6593,"Overall","Age 25 and Older","All Races","> 12th Grade",14.6,13.3,15.9
2017,"OH",0.0497454152210156,41.4,4116,"Overall","Age 20 and Older","All Races","12th Grade",26.8,24.7,28.9
2017,"OH",0.0497454152210156,41.4,1462,"Female","18 to 44 Years","All Races","All Grades",22.5,19.6,25.4
2017,"OH",0.0497454152210156,41.4,893,"Overall","All Ages","African American","All Grades",24.6,20.8,28.4
2017,"OH",0.0497454152210156,41.4,569,"Overall","18 to 24 Years","All Races","All Grades",16.6,12.5,20.7
2017,"OH",0.0497454152210156,41.4,719,"Overall","Age 25 and Older","All Races","< 12th Grade",42.9,37.4,48.4
2017,"OK",0.0424014394303271,34.4,3774,"Female","All Ages","All Races","All Grades",19.2,17.4,21
2017,"OK",0.0424014394303271,34.4,6371,"Overall","All Ages","All Races","All Grades",20.1,18.7,21.5
2017,"OK",0.0424014394303271,34.4,908,"Female","18 to 44 Years","All Races","All Grades",22.6,19.3,25.9
2017,"OK",0.0424014394303271,34.4,3833,"Overall","Age 25 and Older","All Races","> 12th Grade",14.5,13,16
2017,"OK",0.0424014394303271,34.4,2595,"Male","All Ages","All Races","All Grades",21.2,19.1,23.3
2017,"OK",0.0424014394303271,34.4,289,"Overall","All Ages","Hispanic","All Grades",19.5,13.4,25.6
2017,"OK",0.0424014394303271,34.4,64,"Overall","All Ages","Asian/Pacific Islander","All Grades",19.5,7.8,31.2
2017,"OK",0.0424014394303271,34.4,2589,"Overall","65 Years and Older","All Races","All Grades",10.1,8.6,11.6
2017,"OK",0.0424014394303271,34.4,1860,"Overall","Age 20 and Older","All Races","12th Grade",24.7,22.1,27.3
2017,"OK",0.0424014394303271,34.4,1781,"Overall","Age 25 and Older","All Races","12th Grade",25.1,22.5,27.7
2017,"OK",0.0424014394303271,34.4,393,"Overall","All Ages","American Indian/Alaska Native","All Grades",29.7,23.9,35.5
2017,"OK",0.0424014394303271,34.4,2105,"Overall","45 to 64 Years","All Races","All Grades",20.8,18.7,22.9
2017,"OK",0.0424014394303271,34.4,4871,"Overall","All Ages","White","All Grades",18.9,17.4,20.4
2017,"OK",0.0424014394303271,34.4,315,"Overall","18 to 24 Years","All Races","All Grades",20.9,15.8,26
2017,"OK",0.0424014394303271,34.4,3967,"Overall","Age 20 and Older","All Races","> 12th Grade",15,13.5,16.5
2017,"OK",0.0424014394303271,34.4,340,"Overall","All Ages","African American","All Grades",18.8,13.6,24
2017,"OK",0.0424014394303271,34.4,446,"Overall","Age 20 and Older","All Races","< 12th Grade",35.6,29.7,41.5
2017,"OK",0.0424014394303271,34.4,1362,"Overall","25 to 44 Years","All Races","All Grades",25.3,22.5,28.1
2017,"OK",0.0424014394303271,34.4,429,"Overall","Age 25 and Older","All Races","< 12th Grade",32.9,27,38.8
2017,"OR",0.0411731420571217,38,3652,"Overall","Age 20 and Older","All Races","> 12th Grade",12.1,10.8,13.4
2017,"OR",0.0411731420571217,38,1109,"Overall","Age 20 and Older","All Races","12th Grade",21.1,18.3,23.9
2017,"OR",0.0411731420571217,38,266,"Overall","Age 20 and Older","All Races","< 12th Grade",34.4,28,40.8
2017,"OR",0.0411731420571217,38,62,"Overall","All Ages","American Indian/Alaska Native","All Grades",18.9,8.2,29.6
2017,"OR",0.0411731420571217,38,65,"Overall","All Ages","African American","All Grades",26.2,14.5,37.9
2017,"OR",0.0411731420571217,38,1683,"Overall","65 Years and Older","All Races","All Grades",8.3,6.7,9.9
2017,"OR",0.0411731420571217,38,1798,"Overall","45 to 64 Years","All Races","All Grades",18.8,16.6,21
2017,"OR",0.0411731420571217,38,2247,"Male","All Ages","All Races","All Grades",18.1,16.2,20
2017,"OR",0.0411731420571217,38,258,"Overall","Age 25 and Older","All Races","< 12th Grade",34.8,28.3,41.3
2017,"OR",0.0411731420571217,38,2874,"Female","All Ages","All Races","All Grades",14.2,12.6,15.8
2017,"OR",0.0411731420571217,38,326,"Overall","18 to 24 Years","All Races","All Grades",13,9,17
2017,"OR",0.0411731420571217,38,815,"Female","18 to 44 Years","All Races","All Grades",15.1,12.3,17.9
2017,"OR",0.0411731420571217,38,5127,"Overall","All Ages","All Races","All Grades",16.1,14.9,17.3
2017,"OR",0.0411731420571217,38,4186,"Overall","All Ages","White","All Grades",16.1,14.7,17.5
2017,"OR",0.0411731420571217,38,3502,"Overall","Age 25 and Older","All Races","> 12th Grade",12.3,11,13.6
2017,"OR",0.0411731420571217,38,316,"Overall","All Ages","Hispanic","All Grades",13.1,9,17.2
2017,"OR",0.0411731420571217,38,84,"Overall","All Ages","Asian/Pacific Islander","All Grades",11.3,3.5,19.1
2017,"OR",0.0411731420571217,38,1320,"Overall","25 to 44 Years","All Races","All Grades",19.8,17.3,22.3
2017,"OR",0.0411731420571217,38,1021,"Overall","Age 25 and Older","All Races","12th Grade",20.8,17.9,23.7
2017,"PA",0.0488859280612269,45.4,525,"Overall","All Ages","African American","All Grades",20,15.9,24.1
2017,"PA",0.0488859280612269,45.4,3853,"Overall","Age 25 and Older","All Races","> 12th Grade",14.5,13.1,15.9
2017,"PA",0.0488859280612269,45.4,489,"Overall","18 to 24 Years","All Races","All Grades",15,11,19
2017,"PA",0.0488859280612269,45.4,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2017,"PA",0.0488859280612269,45.4,3401,"Female","All Ages","All Races","All Grades",16.9,15.3,18.5
2017,"PA",0.0488859280612269,45.4,301,"Overall","Age 20 and Older","All Races","< 12th Grade",32.1,25.5,38.7
2017,"PA",0.0488859280612269,45.4,1700,"Overall","Age 25 and Older","All Races","12th Grade",22.8,20.4,25.2
2017,"PA",0.0488859280612269,45.4,258,"Overall","All Ages","Hispanic","All Grades",20.1,14.1,26.1
2017,"PA",0.0488859280612269,45.4,2459,"Overall","45 to 64 Years","All Races","All Grades",21.2,19.2,23.2
2017,"PA",0.0488859280612269,45.4,158,"Overall","All Ages","Asian/Pacific Islander","All Grades",9.9,3,16.8
2017,"PA",0.0488859280612269,45.4,294,"Overall","Age 25 and Older","All Races","< 12th Grade",32.3,25.6,39
2017,"PA",0.0488859280612269,45.4,5156,"Overall","All Ages","White","All Grades",18.8,17.3,20.3
2017,"PA",0.0488859280612269,45.4,1046,"Female","18 to 44 Years","All Races","All Grades",19.7,16.6,22.8
2017,"PA",0.0488859280612269,45.4,4110,"Overall","Age 20 and Older","All Races","> 12th Grade",14.1,12.7,15.5
2017,"PA",0.0488859280612269,45.4,1831,"Overall","65 Years and Older","All Races","All Grades",9.6,7.9,11.3
2017,"PA",0.0488859280612269,45.4,6353,"Overall","All Ages","All Races","All Grades",18.7,17.4,20
2017,"PA",0.0488859280612269,45.4,1574,"Overall","25 to 44 Years","All Races","All Grades",24.2,21.4,27
2017,"PA",0.0488859280612269,45.4,1798,"Overall","Age 20 and Older","All Races","12th Grade",23.1,20.7,25.5
2017,"PA",0.0488859280612269,45.4,2950,"Male","All Ages","All Races","All Grades",20.8,18.8,22.8
2017,"RI",0.0441331580240135,55.8,5387,"Overall","All Ages","All Races","All Grades",14.9,13.4,16.4
2017,"RI",0.0441331580240135,55.8,324,"Overall","Age 20 and Older","All Races","< 12th Grade",29,22.2,35.8
2017,"RI",0.0441331580240135,55.8,403,"Overall","All Ages","Hispanic","All Grades",14.2,9.3,19.1
2017,"RI",0.0441331580240135,55.8,228,"Overall","18 to 24 Years","All Races","All Grades",10.6,5.5,15.7
2017,"RI",0.0441331580240135,55.8,1936,"Overall","65 Years and Older","All Races","All Grades",7.6,6,9.2
2017,"RI",0.0441331580240135,55.8,2233,"Overall","45 to 64 Years","All Races","All Grades",16.7,14.5,18.9
2017,"RI",0.0441331580240135,55.8,3706,"Overall","Age 20 and Older","All Races","> 12th Grade",10.8,9.3,12.3
2017,"RI",0.0441331580240135,55.8,3083,"Female","All Ages","All Races","All Grades",12.9,11.1,14.7
2017,"RI",0.0441331580240135,55.8,88,"Overall","All Ages","Asian/Pacific Islander","All Grades",32.7,16.1,49.3
2017,"RI",0.0441331580240135,55.8,1285,"Overall","Age 20 and Older","All Races","12th Grade",19,15.9,22.1
2017,"RI",0.0441331580240135,55.8,990,"Overall","25 to 44 Years","All Races","All Grades",19.8,16.3,23.3
2017,"RI",0.0441331580240135,55.8,1231,"Overall","Age 25 and Older","All Races","12th Grade",19,15.9,22.1
2017,"RI",0.0441331580240135,55.8,2294,"Male","All Ages","All Races","All Grades",17.2,14.7,19.7
2017,"RI",0.0441331580240135,55.8,4400,"Overall","All Ages","White","All Grades",14.2,12.6,15.8
2017,"RI",0.0441331580240135,55.8,NA,"Overall","All Ages","American Indian/Alaska Native","All Grades",NA,NA,NA
2017,"RI",0.0441331580240135,55.8,320,"Overall","Age 25 and Older","All Races","< 12th Grade",28.5,21.9,35.1
2017,"RI",0.0441331580240135,55.8,654,"Female","18 to 44 Years","All Races","All Grades",13.7,10.3,17.1
2017,"RI",0.0441331580240135,55.8,191,"Overall","All Ages","African American","All Grades",20.3,12.6,28
2017,"RI",0.0441331580240135,55.8,3587,"Overall","Age 25 and Older","All Races","> 12th Grade",11.2,9.7,12.7
2017,"SC",0.0427659095610227,30.7,1294,"Female","18 to 44 Years","All Races","All Grades",18.2,15.6,20.8
2017,"SC",0.0427659095610227,30.7,4479,"Male","All Ages","All Races","All Grades",21.8,20.1,23.5
2017,"SC",0.0427659095610227,30.7,4599,"Overall","65 Years and Older","All Races","All Grades",9.7,8.5,10.9
2017,"SC",0.0427659095610227,30.7,6408,"Female","All Ages","All Races","All Grades",16,14.6,17.4
2017,"SC",0.0427659095610227,30.7,80,"Overall","All Ages","Asian/Pacific Islander","All Grades",16.5,2.7,30.3
2017,"SC",0.0427659095610227,30.7,6492,"Overall","Age 20 and Older","All Races","> 12th Grade",13.2,12,14.4
2017,"SC",0.0427659095610227,30.7,1090,"Overall","Age 20 and Older","All Races","< 12th Grade",37.4,33.3,41.5
2017,"SC",0.0427659095610227,30.7,312,"Overall","All Ages","Hispanic","All Grades",17.2,11.3,23.1
2017,"SC",0.0427659095610227,30.7,1912,"Overall","25 to 44 Years","All Races","All Grades",25,22.6,27.4
2017,"SC",0.0427659095610227,30.7,429,"Overall","18 to 24 Years","All Races","All Grades",13.6,9.9,17.3
2017,"SC",0.0427659095610227,30.7,1077,"Overall","Age 25 and Older","All Races","< 12th Grade",37.3,33.2,41.4
2017,"SC",0.0427659095610227,30.7,3956,"Overall","45 to 64 Years","All Races","All Grades",20.9,19.2,22.6
2017,"SC",0.0427659095610227,30.7,6275,"Overall","Age 25 and Older","All Races","> 12th Grade",13.6,12.4,14.8
2017,"SC",0.0427659095610227,30.7,82,"Overall","All Ages","American Indian/Alaska Native","All Grades",38.5,25.1,51.9
2017,"SC",0.0427659095610227,30.7,10896,"Overall","All Ages","All Races","All Grades",18.8,17.7,19.9
2017,"SC",0.0427659095610227,30.7,7094,"Overall","All Ages","White","All Grades",18.6,17.3,19.9
2017,"SC",0.0427659095610227,30.7,3162,"Overall","Age 20 and Older","All Races","12th Grade",22.1,20,24.2
2017,"SC",0.0427659095610227,30.7,2740,"Overall","All Ages","African American","All Grades",18.3,16.1,20.5
2017,"SC",0.0427659095610227,30.7,3075,"Overall","Age 25 and Older","All Races","12th Grade",22,19.9,24.1
2017,"SD",0.0318984266746181,39.3,2485,"Overall","45 to 64 Years","All Races","All Grades",20,17.1,22.9
2017,"SD",0.0318984266746181,39.3,913,"Female","18 to 44 Years","All Races","All Grades",19.9,15.6,24.2
2017,"SD",0.0318984266746181,39.3,5228,"Overall","All Ages","White","All Grades",17.2,15.3,19.1
2017,"SD",0.0318984266746181,39.3,3864,"Female","All Ages","All Races","All Grades",16.5,14.2,18.8
2017,"SD",0.0318984266746181,39.3,2600,"Overall","65 Years and Older","All Races","All Grades",8.4,6.5,10.3
2017,"SD",0.0318984266746181,39.3,85,"Overall","All Ages","Hispanic","All Grades",26.4,11.2,41.6
2017,"SD",0.0318984266746181,39.3,468,"Overall","Age 20 and Older","All Races","< 12th Grade",38,28.2,47.8
2017,"SD",0.0318984266746181,39.3,1413,"Overall","25 to 44 Years","All Races","All Grades",27.7,23.4,32
2017,"SD",0.0318984266746181,39.3,6837,"Overall","All Ages","All Races","All Grades",19.3,17.4,21.2
2017,"SD",0.0318984266746181,39.3,1287,"Overall","All Ages","American Indian/Alaska Native","All Grades",36.6,29.8,43.4
2017,"SD",0.0318984266746181,39.3,339,"Overall","18 to 24 Years","All Races","All Grades",14.6,9.3,19.9
2017,"SD",0.0318984266746181,39.3,4355,"Overall","Age 20 and Older","All Races","> 12th Grade",14.8,12.7,16.9
2017,"SD",0.0318984266746181,39.3,2973,"Male","All Ages","All Races","All Grades",22.1,19,25.2
2017,"SD",0.0318984266746181,39.3,444,"Overall","Age 25 and Older","All Races","< 12th Grade",34.3,24.2,44.4
2017,"SD",0.0318984266746181,39.3,4197,"Overall","Age 25 and Older","All Races","> 12th Grade",15.8,13.5,18.1
2017,"SD",0.0318984266746181,39.3,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2017,"SD",0.0318984266746181,39.3,1921,"Overall","Age 20 and Older","All Races","12th Grade",23.3,19.7,26.9
2017,"SD",0.0318984266746181,39.3,1849,"Overall","Age 25 and Older","All Races","12th Grade",23.6,19.9,27.3
2017,"SD",0.0318984266746181,39.3,NA,"Overall","All Ages","African American","All Grades",NA,NA,NA
2017,"TN",0.0375894503659201,31.3,3144,"Female","All Ages","All Races","All Grades",21.1,19.1,23.1
2017,"TN",0.0375894503659201,31.3,2422,"Male","All Ages","All Races","All Grades",24.3,21.7,26.9
2017,"TN",0.0375894503659201,31.3,1330,"Overall","25 to 44 Years","All Races","All Grades",26.9,23.7,30.1
2017,"TN",0.0375894503659201,31.3,1788,"Overall","65 Years and Older","All Races","All Grades",12.1,10.1,14.1
2017,"TN",0.0375894503659201,31.3,4534,"Overall","All Ages","White","All Grades",21.9,20.2,23.6
2017,"TN",0.0375894503659201,31.3,5567,"Overall","All Ages","All Races","All Grades",22.6,21,24.2
2017,"TN",0.0375894503659201,31.3,536,"Overall","Age 20 and Older","All Races","< 12th Grade",44.4,38.1,50.7
2017,"TN",0.0375894503659201,31.3,873,"Female","18 to 44 Years","All Races","All Grades",23.2,19.6,26.8
2017,"TN",0.0375894503659201,31.3,1749,"Overall","Age 20 and Older","All Races","12th Grade",29,26,32
2017,"TN",0.0375894503659201,31.3,3048,"Overall","Age 25 and Older","All Races","> 12th Grade",14.7,13,16.4
2017,"TN",0.0375894503659201,31.3,2137,"Overall","45 to 64 Years","All Races","All Grades",26.4,23.8,29
2017,"TN",0.0375894503659201,31.3,110,"Overall","All Ages","Hispanic","All Grades",18.7,9.4,28
2017,"TN",0.0375894503659201,31.3,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2017,"TN",0.0375894503659201,31.3,596,"Overall","All Ages","African American","All Grades",23.3,18.1,28.5
2017,"TN",0.0375894503659201,31.3,3202,"Overall","Age 20 and Older","All Races","> 12th Grade",14,12.3,15.7
2017,"TN",0.0375894503659201,31.3,312,"Overall","18 to 24 Years","All Races","All Grades",18.9,12.4,25.4
2017,"TN",0.0375894503659201,31.3,526,"Overall","Age 25 and Older","All Races","< 12th Grade",42.7,36.7,48.7
2017,"TN",0.0375894503659201,31.3,59,"Overall","All Ages","American Indian/Alaska Native","All Grades",45.2,20.9,69.5
2017,"TN",0.0375894503659201,31.3,1669,"Overall","Age 25 and Older","All Races","12th Grade",28.3,25.4,31.2
2017,"TX",0.0431509237386007,38.8,6973,"Overall","All Ages","White","All Grades",16.5,14.4,18.6
2017,"TX",0.0431509237386007,38.8,657,"Overall","18 to 24 Years","All Races","All Grades",12.7,8.6,16.8
2017,"TX",0.0431509237386007,38.8,3898,"Overall","45 to 64 Years","All Races","All Grades",15.6,13.2,18
2017,"TX",0.0431509237386007,38.8,112,"Overall","All Ages","American Indian/Alaska Native","All Grades",23.8,7.6,40
2017,"TX",0.0431509237386007,38.8,1756,"Female","18 to 44 Years","All Races","All Grades",15.4,12.4,18.4
2017,"TX",0.0431509237386007,38.8,11697,"Overall","All Ages","All Races","All Grades",15.7,14.2,17.2
2017,"TX",0.0431509237386007,38.8,6889,"Female","All Ages","All Races","All Grades",13.6,11.7,15.5
2017,"TX",0.0431509237386007,38.8,2639,"Overall","25 to 44 Years","All Races","All Grades",21.1,18.4,23.8
2017,"TX",0.0431509237386007,38.8,4503,"Overall","65 Years and Older","All Races","All Grades",6.7,4.9,8.5
2017,"TX",0.0431509237386007,38.8,3000,"Overall","All Ages","Hispanic","All Grades",15.3,12.8,17.8
2017,"TX",0.0431509237386007,38.8,2649,"Overall","Age 20 and Older","All Races","12th Grade",22,18.6,25.4
2017,"TX",0.0431509237386007,38.8,4794,"Male","All Ages","All Races","All Grades",17.8,15.6,20
2017,"TX",0.0431509237386007,38.8,932,"Overall","All Ages","African American","All Grades",17,12.3,21.7
2017,"TX",0.0431509237386007,38.8,2501,"Overall","Age 25 and Older","All Races","12th Grade",21.5,18,25
2017,"TX",0.0431509237386007,38.8,254,"Overall","All Ages","Asian/Pacific Islander","All Grades",7.6,1.4,13.8
2017,"TX",0.0431509237386007,38.8,1399,"Overall","Age 20 and Older","All Races","< 12th Grade",21.2,16.9,25.5
2017,"TX",0.0431509237386007,38.8,7418,"Overall","Age 20 and Older","All Races","> 12th Grade",12.1,10.4,13.8
2017,"TX",0.0431509237386007,38.8,1364,"Overall","Age 25 and Older","All Races","< 12th Grade",21.1,16.8,25.4
2017,"TX",0.0431509237386007,38.8,7133,"Overall","Age 25 and Older","All Races","> 12th Grade",12.5,10.7,14.3
2017,"UT",0.0325855490959869,39.9,2485,"Overall","65 Years and Older","All Races","All Grades",5.1,3.8,6.4
2017,"UT",0.0325855490959869,39.9,421,"Overall","Age 20 and Older","All Races","< 12th Grade",22.5,17.9,27.1
2017,"UT",0.0325855490959869,39.9,6816,"Overall","Age 20 and Older","All Races","> 12th Grade",5.4,4.7,6.1
2017,"UT",0.0325855490959869,39.9,5208,"Female","All Ages","All Races","All Grades",6.8,5.9,7.7
2017,"UT",0.0325855490959869,39.9,134,"Overall","All Ages","Asian/Pacific Islander","All Grades",6.8,1.5,12.1
2017,"UT",0.0325855490959869,39.9,3202,"Overall","45 to 64 Years","All Races","All Grades",9.6,8.3,10.9
2017,"UT",0.0325855490959869,39.9,6399,"Overall","Age 25 and Older","All Races","> 12th Grade",5.7,5,6.4
2017,"UT",0.0325855490959869,39.9,4751,"Male","All Ages","All Races","All Grades",11,9.8,12.2
2017,"UT",0.0325855490959869,39.9,2424,"Overall","Age 20 and Older","All Races","12th Grade",15,13.2,16.8
2017,"UT",0.0325855490959869,39.9,840,"Overall","All Ages","Hispanic","All Grades",11.9,9.3,14.5
2017,"UT",0.0325855490959869,39.9,953,"Overall","18 to 24 Years","All Races","All Grades",7.7,5.7,9.7
2017,"UT",0.0325855490959869,39.9,2189,"Overall","Age 25 and Older","All Races","12th Grade",15,13.1,16.9
2017,"UT",0.0325855490959869,39.9,9971,"Overall","All Ages","All Races","All Grades",8.9,8.2,9.6
2017,"UT",0.0325855490959869,39.9,3331,"Overall","25 to 44 Years","All Races","All Grades",10.4,9.1,11.7
2017,"UT",0.0325855490959869,39.9,8540,"Overall","All Ages","White","All Grades",8.2,7.4,9
2017,"UT",0.0325855490959869,39.9,2118,"Female","18 to 44 Years","All Races","All Grades",6.6,5.3,7.9
2017,"UT",0.0325855490959869,39.9,117,"Overall","All Ages","American Indian/Alaska Native","All Grades",22.5,10.7,34.3
2017,"UT",0.0325855490959869,39.9,50,"Overall","All Ages","African American","All Grades",13.8,4,23.6
2017,"UT",0.0325855490959869,39.9,398,"Overall","Age 25 and Older","All Races","< 12th Grade",22.2,17.5,26.9
2017,"VA",0.0370009504379997,25.1,87,"Overall","All Ages","American Indian/Alaska Native","All Grades",22.1,9.3,34.9
2017,"VA",0.0370009504379997,25.1,3233,"Overall","65 Years and Older","All Races","All Grades",8.8,7.4,10.2
2017,"VA",0.0370009504379997,25.1,4043,"Male","All Ages","All Races","All Grades",18.4,16.6,20.2
2017,"VA",0.0370009504379997,25.1,237,"Overall","All Ages","Asian/Pacific Islander","All Grades",11.9,6.8,17
2017,"VA",0.0370009504379997,25.1,9285,"Overall","All Ages","All Races","All Grades",16.4,15.3,17.5
2017,"VA",0.0370009504379997,25.1,1333,"Female","18 to 44 Years","All Races","All Grades",15.3,13,17.6
2017,"VA",0.0370009504379997,25.1,6703,"Overall","All Ages","White","All Grades",16.8,15.5,18.1
2017,"VA",0.0370009504379997,25.1,3531,"Overall","45 to 64 Years","All Races","All Grades",18.2,16.4,20
2017,"VA",0.0370009504379997,25.1,6376,"Overall","Age 20 and Older","All Races","> 12th Grade",10.8,9.7,11.9
2017,"VA",0.0370009504379997,25.1,2036,"Overall","25 to 44 Years","All Races","All Grades",20.3,18.1,22.5
2017,"VA",0.0370009504379997,25.1,611,"Overall","Age 25 and Older","All Races","< 12th Grade",31.2,26.3,36.1
2017,"VA",0.0370009504379997,25.1,5242,"Female","All Ages","All Races","All Grades",14.4,13.1,15.7
2017,"VA",0.0370009504379997,25.1,412,"Overall","All Ages","Hispanic","All Grades",9.4,5.9,12.9
2017,"VA",0.0370009504379997,25.1,485,"Overall","18 to 24 Years","All Races","All Grades",12.8,9.2,16.4
2017,"VA",0.0370009504379997,25.1,620,"Overall","Age 20 and Older","All Races","< 12th Grade",31.2,26.3,36.1
2017,"VA",0.0370009504379997,25.1,2138,"Overall","Age 20 and Older","All Races","12th Grade",25.6,23,28.2
2017,"VA",0.0370009504379997,25.1,2037,"Overall","Age 25 and Older","All Races","12th Grade",25.2,22.5,27.9
2017,"VA",0.0370009504379997,25.1,1464,"Overall","All Ages","African American","All Grades",19.7,16.9,22.5
2017,"VA",0.0370009504379997,25.1,6129,"Overall","Age 25 and Older","All Races","> 12th Grade",11.2,10.1,12.3
2017,"VT",0.0297021979799847,48.6,NA,"Overall","All Ages","Asian/Pacific Islander","All Grades",NA,NA,NA
2017,"VT",0.0297021979799847,48.6,230,"Overall","Age 20 and Older","All Races","< 12th Grade",30.7,22.6,38.8
2017,"VT",0.0297021979799847,48.6,3405,"Female","All Ages","All Races","All Grades",14.7,13,16.4
2017,"VT",0.0297021979799847,48.6,69,"Overall","All Ages","American Indian/Alaska Native","All Grades",41.7,26.5,56.9
2017,"VT",0.0297021979799847,48.6,4087,"Overall","Age 25 and Older","All Races","> 12th Grade",10.7,9.4,12
2017,"VT",0.0297021979799847,48.6,2804,"Male","All Ages","All Races","All Grades",17,14.9,19.1
